,DEPARTAMENTO,PROVINCIA,DISTRITO,Ollanta1,Ollanta2,key,redpub_porc,dni_porc,elec_porc,salud_porc,edu_porc,trabajo_porc,Ollanta_1a_Vuelta,Ollanta_2a_Vuelta,estado_dni,estado_salud,estado_agua,estado_electricidad,ciudadania_educacion,ciudadania_trabajo,presencia_estado
18,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,0.2175226586102719,0.5934959349593496,CHACHAPOYAS_SAN ISIDRO DE MAINO,0.0,93.33333333333333,55.319148936170215,33.23615160349854,15.987460815047022,6.811145510835913,<50%,Mas50%,3,2,1,2,<25%,<25%,1.Baja
19,AMAZONAS,CHACHAPOYAS,SOLOCO,0.4462934947049924,0.6271409749670619,CHACHAPOYAS_SOLOCO,53.96825396825397,93.33333333333333,60.317460317460316,42.53361641896674,20.524344569288388,2.0746887966804977,<50%,Mas50%,3,2,2,2,<25%,<25%,2.Media
20,AMAZONAS,CHACHAPOYAS,SONCHE,0.26900584795321636,0.4521276595744681,CHACHAPOYAS_SONCHE,0.0,97.16312056737588,36.61971830985916,60.96491228070175,11.52073732718894,11.0,<50%,<50%,3,2,1,2,<25%,<25%,1.Baja
21,AMAZONAS,BAGUA,LA PECA,0.4319272125723739,0.604,BAGUA_LA PECA,62.536168071455535,94.86734961912266,78.7646244810668,42.953723100361834,41.87491557476699,18.621957625634742,<50%,Mas50%,3,2,2,3,25_50%,<25%,2.Media
22,AMAZONAS,BAGUA,ARAMANGO,0.3858093126385809,0.5057115198451113,BAGUA_ARAMANGO,26.8018018018018,90.25931928687197,37.16216216216216,43.392763502884115,23.516669805989828,4.652898731027618,<50%,Mas50%,3,2,2,2,<25%,<25%,2.Media
23,AMAZONAS,BAGUA,COPALLIN,0.3281499202551834,0.5341480948957584,BAGUA_COPALLIN,16.202203499675957,93.64699627857522,37.84834737524304,40.94025465230167,29.161582708732787,4.724750758560901,<50%,Mas50%,3,2,1,2,25_50%,<25%,1.Baja
24,AMAZONAS,BAGUA,EL PARCO,0.44051825677267376,0.6631578947368421,BAGUA_EL PARCO,0.0,95.02617801047121,66.66666666666666,40.50235478806907,33.69839932603201,8.15347721822542,<50%,Mas50%,3,2,1,2,25_50%,<25%,1.Baja
25,AMAZONAS,BAGUA,IMAZA,0.8371954842543078,0.9009088613986367,BAGUA_IMAZA,11.266968325791856,80.24219247928616,12.873303167420813,52.45924611144845,21.61384792385734,7.556799473164307,mas75%,mas75%,3,2,1,1,<25%,<25%,1.Baja
26,AMAZONAS,BONGARA,JUMBILLA,0.35764705882352943,0.5802469135802469,BONGARA_JUMBILLA,0.43383947939262474,96.37139807897546,82.21258134490239,52.517527087316765,38.379102478231744,18.864774624373958,<50%,Mas50%,3,2,1,3,25_50%,<25%,2.Media
27,AMAZONAS,BONGARA,COROSHA,0.39944903581267216,0.535632183908046,BONGARA_COROSHA,0.0,95.02617801047121,73.125,45.50561797752809,16.589861751152075,6.167400881057269,<50%,Mas50%,3,2,1,2,<25%,<25%,1.Baja
28,AMAZONAS,BONGARA,CUISPES,0.38349514563106796,0.6624737945492662,BONGARA_CUISPES,52.604166666666664,95.47511312217195,50.0,30.179028132992325,15.921787709497206,4.25531914893617,<50%,Mas50%,3,2,2,2,<25%,<25%,2.Media
29,AMAZONAS,BONGARA,CHISQUILLA,0.35267857142857145,0.5957446808510638,BONGARA_CHISQUILLA,0.0,95.3125,68.6046511627907,59.2485549132948,23.765432098765434,5.095541401273886,<50%,Mas50%,3,2,1,2,<25%,<25%,1.Baja
30,AMAZONAS,BONGARA,CHURUJA,0.31221719457013575,0.4939271255060729,BONGARA_CHURUJA,0.0,96.62921348314607,80.95238095238095,51.10294117647059,33.730158730158735,12.264150943396226,<50%,<50%,3,2,1,3,25_50%,<25%,2.Media
31,AMAZONAS,BONGARA,FLORIDA,0.1902439024390244,0.33497133497133497,BONGARA_FLORIDA,34.63005339435546,93.21242099477878,48.81769641495042,18.95467010808195,26.441317776252575,7.866227037211493,<50%,<50%,3,1,2,2,25_50%,<25%,1.Baja
32,AMAZONAS,BONGARA,RECTA,0.40865384615384615,0.7166666666666667,BONGARA_RECTA,0.0,100.0,82.45614035087719,66.23376623376623,22.272727272727273,8.59375,<50%,Mas50%,3,2,1,3,<25%,<25%,2.Media
33,AMAZONAS,BONGARA,SAN CARLOS,0.3771186440677966,0.5827067669172933,BONGARA_SAN CARLOS,66.66666666666666,92.79661016949152,75.49019607843137,31.88010899182561,23.380281690140844,5.0359712230215825,<50%,Mas50%,3,2,2,3,<25%,<25%,2.Media
34,AMAZONAS,BONGARA,SHIPASBAMBA,0.37227414330218067,0.5040214477211796,BONGARA_SHIPASBAMBA,1.2539184952978055,94.87179487179486,51.09717868338558,35.25925925925926,22.12529738302934,5.175600739371535,<50%,Mas50%,3,2,1,2,<25%,<25%,1.Baja
35,AMAZONAS,BONGARA,VALERA,0.3683083511777302,0.49502982107355864,BONGARA_VALERA,0.6451612903225806,92.8311057108141,1.2903225806451613,30.269413629160063,19.40545004128819,5.244122965641953,<50%,<50%,3,2,1,1,<25%,<25%,1.Baja
36,AMAZONAS,BONGARA,YAMBRASBAMBA,0.33781278962001854,0.4764965849738851,BONGARA_YAMBRASBAMBA,4.301075268817205,91.38294667068394,30.568356374807987,26.526559655800096,23.987817986384808,5.158542356838618,<50%,<50%,3,2,1,2,<25%,<25%,1.Baja
37,AMAZONAS,BONGARA,JAZAN,0.31175207118748083,0.49015691868758915,BONGARA_JAZAN,74.67789890981169,94.56819069949199,71.60555004955401,31.060969755160826,36.10899873257288,14.46062210456651,<50%,<50%,3,2,2,2,25_50%,<25%,2.Media
38,AMAZONAS,LUYA,LAMUD,0.3257328990228013,0.6540229885057471,LUYA_LAMUD,57.098765432098766,93.80952380952381,80.70987654320987,57.22294092281156,35.888187556357074,21.710526315789476,<50%,Mas50%,3,2,2,3,25_50%,<25%,2.Media
